1,0
2,1
3,1
4,1
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,1
29,0
30,1
31,1
32,1
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,1
41,1
42,0
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,0
65,0
66,1
67,0
68,0
69,1
70,0
71,1
72,1
73,1
74,0
75,0
76,1
77,0
78,1
79,1
80,1
81,0
82,0
83,0
84,1
85,0
86,0
87,1
88,1
89,0
90,1
91,0
92,0
93,1
94,1
95,1
96,0
97,1
98,1
99,1
100,0
101,1
102,0
103,0
104,0
105,1
106,1
107,1
108,1
109,0
110,1
111,0
112,1
113,1
114,0
115,1
116,1
117,0
118,1
119,0
120,1
121,0
122,0
123,1
124,0
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,1
133,1
134,0
135,0
136,1
137,0
138,0
139,1
140,0
141,0
142,1
143,0
144,1
145,1
146,0
147,1
148,0
149,0
150,0
151,1
152,1
153,1
154,1
155,0
156,1
157,0
158,1
159,1
160,1
161,0
162,1
163,1
164,1
165,0
166,1
167,1
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,0
176,1
177,1
178,0
179,1
180,1
181,0
182,1
183,1
184,0
185,1
186,0
187,1
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,0
196,1
197,0
198,0
199,0
200,0
201,1
202,0
203,0
204,1
205,1
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,0
229,0
230,0
231,1
232,0
233,1
234,1
235,1
236,0
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,0
249,1
250,0
251,0
252,1
253,1
254,1
255,1
256,0
257,0
258,1
259,1
260,1
261,0
262,0
263,0
264,0
265,1
266,1
267,0
268,0
269,0
270,1
271,1
272,0
273,1
274,0
275,0
276,1
277,1
278,0
279,0
280,0
281,1
282,0
283,0
284,1
285,0
286,0
287,0
288,0
289,1
290,1
291,1
292,0
293,0
294,1
295,1
296,1
297,1
298,0
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,0
307,1
308,0
309,0
310,0
311,0
312,0
313,1
314,1
315,1
316,1
317,0
318,0
319,0
320,1
321,1
322,1
323,0
324,0
325,0
326,1
327,0
328,0
329,0
330,1
331,1
332,1
333,1
334,1
335,0
336,0
337,1
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,1
346,0
347,0
348,0
349,1
350,0
351,1
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,0
366,0
367,1
368,1
369,1
370,1
371,0
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,1
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,1
388,0
389,0
390,1
391,1
392,0
393,0
394,1
395,0
396,1
397,1
398,1
399,0
400,1
401,0
402,1
403,0
404,1
405,0
406,1
407,1
408,1
409,0
410,0
411,0
412,0
413,0
414,1
415,0
416,1
417,0
418,1
419,0
420,0
421,1
