0,0
1,0
2,1
3,1
4,1
5,1
6,0
7,1
8,0
9,1
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,0
23,1
24,0
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,0
36,0
37,1
38,1
39,1
40,0
41,0
42,0
43,1
44,0
45,1
46,0
47,1
48,1
49,1
50,1
51,1
52,1
53,0
54,0
55,0
56,0
57,1
58,0
59,0
60,1
61,0
62,1
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,0
71,1
72,0
73,1
74,0
75,0
76,1
77,0
78,1
79,0
80,0
81,1
82,0
83,1
84,1
85,1
86,1
87,1
88,1
89,0
90,0
91,1
92,1
93,0
94,0
95,0
96,1
97,1
98,1
99,0
100,0
101,0
102,1
103,0
104,1
105,0
106,0
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,0
115,0
116,0
117,0
118,0
119,1
120,1
121,0
122,1
123,1
124,1
125,0
126,1
127,0
128,1
129,0
130,0
131,0
132,0
133,1
134,1
135,0
136,0
137,1
138,0
139,0
140,1
141,1
142,0
143,0
144,1
145,1
146,1
147,1
148,0
149,0
150,1
151,1
152,0
153,1
154,0
155,0
156,0
157,1
158,1
159,0
160,0
161,0
162,0
163,1
164,1
165,1
166,1
167,0
168,1
169,1
170,1
171,1
172,0
173,0
174,1
175,0
176,1
177,1
178,1
179,1
180,0
181,1
182,0
183,1
184,0
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,1
204,0
205,0
206,1
207,0
208,0
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,1
218,0
219,1
220,1
221,1
222,0
223,0
224,1
225,1
226,0
227,1
228,0
229,0
230,1
231,0
232,1
233,1
234,1
235,0
236,1
237,1
238,0
239,1
240,0
241,0
242,0
243,1
244,1
245,1
246,1
247,1
248,0
249,1
250,1
251,0
252,1
253,0
254,0
255,1
256,1
257,0
258,1
259,0
260,1
261,0
262,1
263,0
264,0
265,1
266,0
267,1
268,1
269,1
270,0
271,0
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,0
285,0
286,1
287,1
288,0
289,0
290,1
291,0
292,0
293,1
294,1
295,0
296,1
297,0
298,0
299,0
300,1
301,0
302,1
303,1
304,0
305,1
306,0
307,0
308,0
309,1
310,0
311,1
312,1
313,0
314,1
315,1
316,1
317,0
318,1
319,0
320,1
321,0
322,1
323,0
324,1
325,0
326,0
327,1
328,0
329,1
330,1
331,0
332,0
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,1
343,1
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,1
356,0
357,1
358,0
359,1
360,0
361,0
362,1
363,0
364,1
365,1
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,1
377,1
378,0
379,0
380,0
381,0
382,1
383,1
384,1
385,0
386,1
387,1
388,1
389,0
390,0
391,1
392,0
393,1
394,1
395,0
396,0
397,0
398,1
399,0
400,0
401,1
402,0
403,1
404,1
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,0
418,1
419,0
420,1
421,0
422,0
423,0
424,1
425,0
426,1
427,0
428,1
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,0
448,0
449,0
450,1
451,1
452,0
453,1
454,0
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,0
464,0
465,1
466,0
467,1
468,1
469,0
470,1
471,0
472,0
473,1
474,1
475,0
476,0
477,1
478,0
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,1
491,0
492,0
493,0
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,0
502,0
503,1
504,0
505,1
506,1
507,0
508,1
509,1
510,0
511,1
512,0
513,0
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,0
526,0
527,1
528,0
529,0
530,0
531,1
532,0
533,1
